I
1050 Generated by WorldEditor 2.3.1r1

1      0 0 0 SCIN Santa Claus Intl.
1302 drive_on_left 1
100 50.00 2 0 0.25 1 2 1 14  68.76140134  018.54430133    0    0 2 0 0 0 32  68.75348897  018.55887467    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 3
111  68.75929582  018.54884809
111  68.75989824  018.55206575
111  68.75965533  018.55230708
111  68.75908206  018.55289698
111  68.75858653  018.55351370
111  68.75807156  018.55469351
111  68.75748858  018.55627553
111  68.75699305  018.55780392
111  68.75670155  018.55868878
111  68.75635177  018.55748216
111  68.75633233  018.55726765
111  68.75640035  018.55694588
111  68.75670155  018.55624872
111  68.75699305  018.55520298
111  68.75705134  018.55429131
111  68.75688617  018.55319194
111  68.75487921  018.55700618
111  68.75579300  018.56134712
111  68.75587359  018.56190305
111  68.75661987  018.56169846
111  68.75698011  018.56138045
111  68.75786339  018.56021076
111  68.75852182  018.55905886
111  68.75909322  018.55786471
111  68.75965024  018.55669548
111  68.76009833  018.55545015
111  68.76047227  018.55479634
111  68.76080350  018.55349542
111  68.76099209  018.55158522
111  68.76087120  018.55130722
111  68.76075031  018.55075122
111  68.76066972  018.54997283 106
111  68.76094523  018.54926889
111  68.76118824  018.54872851
111  68.76142440  018.54764831
111  68.76151183  018.54664204
111  68.76145110  018.54572946
113  68.76132290  018.54507762
130 Airport Boundary 1
111  68.76125896  018.54319634 106
111  68.75307722  018.55816608 106
111  68.75355527  018.56009643 106
111  68.75498044  018.55756490 106
111  68.75701134  018.56588927 106
111  68.75542492  018.56341089 106
111  68.75421334  018.56294983 106
111  68.75329421  018.56479407 106
111  68.75287642  018.56836730 106
111  68.75341955  018.57240158 106
111  68.75463112  018.57678166 106
111  68.75600982  018.57931749 106
111  68.75768096  018.58127700 106
111  68.75989522  018.58185333 106
111  68.76098146  018.58070068 106
111  68.76173348  018.57920223 106
111  68.76202593  018.58277545 106
111  68.76177526  018.58519602 106
111  68.76190059  018.58669447 106
111  68.76215126  018.58738606 106
111  68.76206771  018.58946083 106
111  68.76231838  018.59130508 106
111  68.76269438  018.59245773 106
111  68.76164992  018.59337985 106
111  68.76123214  018.59430197 106
111  68.76114858  018.59545463 106
111  68.76123214  018.59764467 106
111  68.76177526  018.60052630 106
111  68.76227660  018.60190948 106
111  68.76210949  018.60340793 106
111  68.76227660  018.60513691 106
111  68.76286150  018.60767274 106
111  68.76336284  018.60836433 106
111  68.76390596  018.60813380 106
111  68.76453264  018.60663535 106
111  68.76436553  018.60409952 106
111  68.76403130  018.60202474 106
111  68.76340462  018.60144842 106
111  68.76265261  018.60133315 106
111  68.76244371  018.59971944 106
111  68.76252727  018.59787520 106
111  68.76269438  018.59706834 106
111  68.76315395  018.59695307 106
111  68.76478331  018.59879732 106
111  68.76574422  018.59948891 106
111  68.76657979  018.59868205 106
111  68.76737358  018.59706834 106
111  68.76795848  018.59545463 106
111  68.76808382  018.59418671 106
111  68.76879405  018.59314932 106
111  68.76891939  018.59130508 106
111  68.76879405  018.58680973 106
111  68.76820915  018.58392810 106
111  68.76749892  018.58266018 106
111  68.76699758  018.57747325 106
111  68.76561888  018.57459162 106
111  68.76620378  018.57413056 106
111  68.76683046  018.57413056 106
111  68.76762425  018.57390003 106
111  68.76795848  018.57528321 106
111  68.76816738  018.57643586 106
111  68.76854338  018.57678166 106
111  68.76891939  018.57643586 106
111  68.76887761  018.57505268 106
111  68.76942073  018.57562900 106
111  68.76983852  018.57597480 106
111  68.77050697  018.57528321 106
111  68.77071587  018.57401529 106
111  68.77075765  018.57240158 106
111  68.77042342  018.57090313 106
111  68.77000563  018.56998101 106
111  68.76841805  018.56928942 106
111  68.76850160  018.56779097 106
111  68.76812560  018.56675358 106
111  68.76749892  018.56652305 106
111  68.76670513  018.56732991 106
111  68.76578600  018.56594673 106
111  68.76545177  018.56248877 106
111  68.76495043  018.55949187 106
111  68.76407308  018.55684077 106
111  68.76323751  018.55430494 106
111  68.76236016  018.55188437 106
111  68.76160814  018.55107751 106
111  68.76119036  018.55050118 106
111  68.76135747  018.54946380 106
111  68.76185881  018.54831114 106
111  68.76190059  018.54623637 106
113  68.76177526  018.54485319 106
99
